=== LOG START ===
GLOBAL | Product_7 vs Product_6 | Winner: Product_7 | 1000.0→1016.0 , 1000.0→984.0
USER User_4 | 1 vs 2 | Winner: 1 | 1017.9541200474297→1033.6023669072342 , 1010.3146667294535→994.666419869649
GLOBAL | Product_4 vs Product_8 | Winner: Product_8 | 1086.4286862457488→1072.510779879461 , 1131.898607597622→1145.8165139639095
USER User_4 | 4 vs 8 | Winner: 8 | 1039.0439724331284→1023.1466299575527 , 1041.2731828420638→1057.1705253176394
GLOBAL | Product_6 vs Product_8 | Winner: Product_8 | 917.7345490039822→910.9507281721271 , 1145.8165139639095→1152.6003347957646
USER User_4 | 6 vs 8 | Winner: 8 | 971.5086682572688→959.3755043231045 , 1057.1705253176394→1069.303689251804
GLOBAL | Product_4 vs Product_8 | Winner: Product_8 | 1072.510779879461→1060.135070896557 , 1152.6003347957646→1164.9760437786688
USER User_4 | 4 vs 8 | Winner: 8 | 1023.1466299575527→1009.2598235597778 , 1069.303689251804→1083.190495649579
GLOBAL | Product_4 vs Product_6 | Winner: Product_6 | 1060.135070896557→1037.6581279525283 , 910.9507281721271→933.4276711161557
USER User_4 | 4 vs 6 | Winner: 6 | 1009.2598235597778→990.9782225213734 , 959.3755043231045→977.6571053615089
GLOBAL | Product_6 vs Product_7 | Winner: Product_6 | 933.4276711161557→951.7574376218414 , 984.3800711676579→966.0503046619722
USER User_4 | 6 vs 7 | Winner: 6 | 977.6571053615089→994.078508625826 , 986.8098777193087→970.3884744549916
GLOBAL | Product_1 vs Product_8 | Winner: Product_1 | 1034.0891825081665→1055.84690914534 , 1164.9760437786688→1143.2183171414952
USER User_4 | 1 vs 8 | Winner: 1 | 1033.6023669072342→1051.8706036158044 , 1083.190495649579→1064.9222589410087
GLOBAL | Product_3 vs Product_5 | Winner: Product_3 | 897.897706508339→918.8534681646147 , 1009.1647784228618→988.209016766586
USER User_4 | 3 vs 5 | Winner: 3 | 925.8300510261107→945.5130889462802 , 1007.265460945236→987.5824230250665
GLOBAL | Product_2 vs Product_6 | Winner: Product_2 | 938.4064185456209→955.0209532393426 , 951.7574376218414→935.1429029281197
USER User_4 | 2 vs 6 | Winner: 2 | 994.666419869649→1010.6393455821694 , 994.078508625826→978.1055829133055
GLOBAL | Product_1 vs Product_6 | Winner: Product_1 | 1055.84690914534→1066.5016258621054 , 935.1429029281197→924.4881862113546
USER User_4 | 1 vs 6 | Winner: 1 | 1051.8706036158044→1064.5237369913705 , 978.1055829133055→965.4524495377394
GLOBAL | Product_6 vs Product_5 | Winner: Product_6 | 924.4881862113546→943.390173806106 , 988.209016766586→969.3070291718346
USER User_4 | 6 vs 5 | Winner: 6 | 965.4524495377394→982.4701964920032 , 987.5824230250665→970.5646760708028
GLOBAL | Product_8 vs Product_2 | Winner: Product_8 | 1143.2183171414952→1151.3102331060713 , 955.0209532393426→946.9290372747663
USER User_4 | 8 vs 2 | Winner: 8 | 1064.9222589410087→1078.4425824023194 , 1010.6393455821694→997.1190221208586
GLOBAL | Product_1 vs Product_6 | Winner: Product_6 | 1066.5016258621054→1045.0580784627548 , 943.390173806106→964.8337212054566
USER User_4 | 1 vs 6 | Winner: 6 | 1064.5237369913705→1044.813752506838 , 982.4701964920032→1002.1801809765357
GLOBAL | Product_7 vs Product_2 | Winner: Product_2 | 966.0503046619722→949.170625730582 , 946.9290372747663→963.8087162061565
USER User_4 | 7 vs 2 | Winner: 2 | 970.3884744549916→955.6170385609034 , 997.1190221208586→1011.8904580149468
GLOBAL | Product_6 vs Product_3 | Winner: Product_6 | 964.8337212054566→978.7285283385523 , 918.8534681646147→904.958661031519
USER User_4 | 6 vs 3 | Winner: 6 | 1002.1801809765357→1015.5934616217603 , 945.5130889462802→932.0998083010555
GLOBAL | Product_7 vs Product_1 | Winner: Product_1 | 949.170625730582→937.4776054444206 , 1045.0580784627548→1056.751098748916
USER User_4 | 7 vs 1 | Winner: 1 | 955.6170385609034→943.6367715769376 , 1044.813752506838→1056.794019490804
GLOBAL | Product_8 vs Product_5 | Winner: Product_8 | 1151.3102331060713→1159.6196102233191 , 969.3070291718346→960.9976520545869
USER User_4 | 8 vs 5 | Winner: 8 | 1078.4425824023194→1089.6283473470112 , 970.5646760708028→959.378911126111
GLOBAL | Product_5 vs Product_8 | Winner: Product_5 | 960.9976520545869→985.2631236225056 , 1159.6196102233191→1135.3541386554002
USER User_4 | 5 vs 8 | Winner: 5 | 959.378911126111→981.1110677437704 , 1089.6283473470112→1067.896190729352
GLOBAL | Product_3 vs Product_8 | Winner: Product_3 | 904.958661031519→930.2457591471599 , 1135.3541386554002→1110.0670405397593
USER User_4 | 3 vs 8 | Winner: 3 | 932.0998083010555→954.0533396591372 , 1067.896190729352→1045.9426593712703
GLOBAL | Product_8 vs Product_2 | Winner: Product_2 | 1110.0670405397593→1087.703147246491 , 963.8087162061565→986.1726094994249
USER User_4 | 8 vs 2 | Winner: 2 | 1045.9426593712703→1028.379499572855 , 1011.8904580149468→1029.4536178133621
GLOBAL | Product_3 vs Product_6 | Winner: Product_3 | 930.2457591471599→948.464092852767 , 978.7285283385523→960.5101946329453
USER User_4 | 3 vs 6 | Winner: 3 | 954.0533396591372→972.8580961530942 , 1015.5934616217603→996.7887051278034
GLOBAL | Product_8 vs Product_4 | Winner: Product_4 | 1087.703147246491→1069.4142966633897 , 1037.6581279525283→1055.9469785356296
USER User_4 | 8 vs 4 | Winner: 4 | 1028.379499572855→1010.663729686201 , 990.9782225213734→1008.6939924080273
GLOBAL | Product_6 vs Product_1 | Winner: Product_6 | 960.5101946329453→980.8322677918925 , 1056.751098748916→1036.429025589969
USER User_4 | 6 vs 1 | Winner: 6 | 996.7887051278034→1015.5249004240519 , 1056.794019490804→1038.0578241945555
GLOBAL | Product_2 vs Product_8 | Winner: Product_8 | 986.1726094994249→973.9343270901255 , 1069.4142966633897→1081.6525790726892
USER User_4 | 2 vs 8 | Winner: 8 | 1029.4536178133621→1012.589154124546 , 1010.663729686201→1027.5281933750173
GLOBAL | Product_2 vs Product_7 | Winner: Product_2 | 973.9343270901255→988.2615678118868 , 937.4776054444206→923.1503647226593
USER User_4 | 2 vs 7 | Winner: 2 | 1012.589154124546→1025.4548222765277 , 943.6367715769376→930.771103424956
GLOBAL | Product_6 vs Product_2 | Winner: Product_6 | 980.8322677918925→997.1743475651537 , 988.2615678118868→971.9194880386257
USER User_4 | 6 vs 2 | Winner: 6 | 1015.5249004240519→1031.9820657527573 , 1025.4548222765277→1008.9976569478223
GLOBAL | Product_5 vs Product_3 | Winner: Product_3 | 985.2631236225056→967.5747743397391 , 948.464092852767→966.1524421355335
USER User_4 | 5 vs 3 | Winner: 3 | 981.1110677437704→964.7310758241653 , 972.8580961530942→989.2380880726993
GLOBAL | Product_6 vs Product_2 | Winner: Product_6 | 997.1743475651537→1012.0133623645593 , 971.9194880386257→957.08047323922
USER User_4 | 6 vs 2 | Winner: 6 | 1031.9820657527573→1046.92513601428 , 1008.9976569478223→994.0545866862997
GLOBAL | Product_2 vs Product_3 | Winner: Product_3 | 957.08047323922→941.4981579251671 , 966.1524421355335→981.7347574495865
USER User_4 | 2 vs 3 | Winner: 3 | 994.0545866862997→977.8327929362625 , 989.2380880726993→1005.4598818227364
GLOBAL | Product_1 vs Product_8 | Winner: Product_8 | 1036.429025589969→1022.499964664431 , 1081.6525790726892→1095.581639998227
USER User_4 | 1 vs 8 | Winner: 8 | 1038.0578241945555→1021.5730651828213 , 1027.5281933750173→1044.0129523867513
GLOBAL | Product_4 vs Product_6 | Winner: Product_4 | 1055.9469785356296→1069.9344758861844 , 1012.0133623645593→998.0258650140045
USER User_4 | 4 vs 6 | Winner: 4 | 1008.6939924080273→1026.4475298434756 , 1046.92513601428→1029.1715985788317
GLOBAL | Product_4 vs Product_1 | Winner: Product_4 | 1069.9344758861844→1083.7635079574725 , 1022.499964664431→1008.6709325931428
USER User_4 | 4 vs 1 | Winner: 4 | 1026.4475298434756→1042.2230671774723 , 1021.5730651828213→1005.7975278488245
GLOBAL | Product_7 vs Product_3 | Winner: Product_7 | 923.1503647226593→941.8229937389168 , 981.7347574495865→963.062128433329
USER User_4 | 7 vs 3 | Winner: 7 | 930.771103424956→950.1586265520987 , 1005.4598818227364→986.0723586955937
GLOBAL | Product_5 vs Product_3 | Winner: Product_3 | 967.5747743397391→951.3669710011695 , 963.062128433329→979.2699317718985
USER User_4 | 5 vs 3 | Winner: 3 | 964.7310758241653→949.7126440290265 , 986.0723586955937→1001.0907904907325
GLOBAL | Product_2 vs Product_5 | Winner: Product_5 | 941.4981579251671→925.952511374117 , 951.3669710011695→966.9126175522197
USER User_4 | 2 vs 5 | Winner: 5 | 977.8327929362625→960.5406325025774 , 949.7126440290265→967.0048044627116
GLOBAL | Product_5 vs Product_8 | Winner: Product_8 | 966.9126175522197→956.5812317261972 , 1095.581639998227→1105.9130258242496
USER User_4 | 5 vs 8 | Winner: 8 | 967.0048044627116→954.4942051526895 , 1044.0129523867513→1056.5235516967734
GLOBAL | Product_6 vs Product_2 | Winner: Product_2 | 998.0258650140045→978.7535691296016 , 925.952511374117→945.2248072585198
USER User_4 | 6 vs 2 | Winner: 2 | 1029.1715985788317→1010.0515030620226 , 960.5406325025774→979.6607280193865
GLOBAL | Product_5 vs Product_7 | Winner: Product_5 | 956.5812317261972→971.9019982259452 , 941.8229937389168→926.5022272391687
USER User_4 | 5 vs 7 | Winner: 5 | 954.4942051526895→970.2945547426918 , 950.1586265520987→934.3582769620963
GLOBAL | Product_3 vs Product_4 | Winner: Product_4 | 979.2699317718985→967.9420107057891 , 1083.7635079574725→1095.091429023582
USER User_4 | 3 vs 4 | Winner: 4 | 1001.0907904907325→986.976201558368 , 1042.2230671774723→1056.3376561098369
GLOBAL | Product_5 vs Product_8 | Winner: Product_5 | 971.9019982259452→993.7845594782513 , 1105.9130258242496→1084.0304645719436
USER User_4 | 5 vs 8 | Winner: 5 | 970.2945547426918→990.1859733628394 , 1056.5235516967734→1036.632133076626
GLOBAL | Product_8 vs Product_4 | Winner: Product_8 | 1084.0304645719436→1100.5396687892137 , 1095.091429023582→1078.5822248063118
USER User_4 | 8 vs 4 | Winner: 8 | 1036.632133076626→1053.5386341385292 , 1056.3376561098369→1039.4311550479335
GLOBAL | Product_4 vs Product_5 | Winner: Product_4 | 1078.5822248063118→1090.7528842147676 , 993.7845594782513→981.6139000697955
USER User_5 | 4 vs 5 | Winner: 4 | 1000.0→1016.0 , 1000.0→984.0
GLOBAL | Product_2 vs Product_3 | Winner: Product_2 | 945.2248072585198→962.2694848116336 , 967.9420107057891→950.8973331526754
USER User_5 | 2 vs 3 | Winner: 2 | 1000.0→1016.0 , 1000.0→984.0
GLOBAL | Product_8 vs Product_1 | Winner: Product_1 | 1100.5396687892137→1080.4048759493191 , 1008.6709325931428→1028.8057254330372
USER User_5 | 8 vs 1 | Winner: 1 | 1000.0→984.0 , 1000.0→1016.0
GLOBAL | Product_1 vs Product_6 | Winner: Product_1 | 1028.8057254330372→1042.51655290545 , 978.7535691296016→965.0427416571889
USER User_5 | 1 vs 6 | Winner: 1 | 1016.0→1031.263693206478 , 1000.0→984.736306793522
GLOBAL | Product_3 vs Product_5 | Winner: Product_3 | 950.8973331526754→968.3082093424815 , 981.6139000697955→964.2030238799894
USER User_5 | 3 vs 5 | Winner: 3 | 984.0→1000.0 , 984.0→968.0
GLOBAL | Product_5 vs Product_3 | Winner: Product_3 | 964.2030238799894→948.3920658596769 , 968.3082093424815→984.119167362794
USER User_5 | 5 vs 3 | Winner: 3 | 968.0→953.4695015289755 , 1000.0→1014.5304984710245
GLOBAL | Product_7 vs Product_3 | Winner: Product_7 | 926.5022272391687→945.1315264938065 , 984.119167362794→965.4898681081562
USER User_5 | 7 vs 3 | Winner: 7 | 1000.0→1016.6687643190155 , 1014.5304984710245→997.861734152009
GLOBAL | Product_7 vs Product_6 | Winner: Product_7 | 945.1315264938065→962.0474693045115 , 965.0427416571889→948.1267988464839
USER User_5 | 7 vs 6 | Winner: 7 | 1016.6687643190155→1031.2023470534493 , 984.736306793522→970.2027240590882
GLOBAL | Product_7 vs Product_8 | Winner: Product_7 | 962.0474693045115→983.2965331165685 , 1080.4048759493191→1059.1558121372623
USER User_5 | 7 vs 8 | Winner: 7 | 1031.2023470534493→1045.0418747924098 , 984.0→970.1604722610394
GLOBAL | Product_1 vs Product_7 | Winner: Product_7 | 1042.51655290545→1023.815477649084 , 983.2965331165685→1001.9976083729346
USER User_5 | 1 vs 7 | Winner: 7 | 1031.263693206478→1015.8978695037122 , 1045.0418747924098→1060.4076984951755
GLOBAL | Product_6 vs Product_8 | Winner: Product_8 | 948.1267988464839→937.0726471406741 , 1059.1558121372623→1070.209963843072
USER User_5 | 6 vs 8 | Winner: 8 | 970.2027240590882→954.200778291891 , 970.1604722610394→986.1624180282366
GLOBAL | Product_6 vs Product_3 | Winner: Product_3 | 937.0726471406741→922.3783980786833 , 965.4898681081562→980.184117170147
USER User_5 | 6 vs 3 | Winner: 3 | 954.200778291891→940.2009219080435 , 997.861734152009→1011.8615905358565
GLOBAL | Product_7 vs Product_2 | Winner: Product_2 | 1001.9976083729346→984.1759930722458 , 962.2694848116336→980.0911001123224
USER User_5 | 7 vs 2 | Winner: 2 | 1060.4076984951755→1042.3737126564092 , 1016.0→1034.0339858387663
GLOBAL | Product_1 vs Product_4 | Winner: Product_4 | 1023.815477649084→1010.8604768810511 , 1090.7528842147676→1103.7078849828004
USER User_5 | 1 vs 4 | Winner: 4 | 1015.8978695037122→999.9025727867426 , 1016.0→1031.9952967169697
GLOBAL | Product_6 vs Product_4 | Winner: Product_4 | 922.3783980786833→914.0451410546607 , 1103.7078849828004→1112.041142006823
USER User_5 | 6 vs 4 | Winner: 4 | 940.2009219080435→928.3325187999159 , 1031.9952967169697→1043.8636998250975
GLOBAL | Product_1 vs Product_8 | Winner: Product_8 | 1010.8604768810511→997.5673440387014 , 1070.209963843072→1083.5030966854217
USER User_5 | 1 vs 8 | Winner: 8 | 999.9025727867426→983.2701449460459 , 986.1624180282366→1002.7948458689333
GLOBAL | Product_5 vs Product_7 | Winner: Product_5 | 948.3920658596769→966.0341742953224 , 984.1759930722458→966.5338846366003
USER User_5 | 5 vs 7 | Winner: 5 | 953.4695015289755→973.4766118433589 , 1042.3737126564092→1022.3666023420258
GLOBAL | Product_4 vs Product_6 | Winner: Product_6 | 1112.041142006823→1087.7968236775575 , 914.0451410546607→938.2894593839263
USER User_5 | 4 vs 6 | Winner: 6 | 1043.8636998250975→1022.7310887137196 , 928.3325187999159→949.4651299112937
GLOBAL | Product_3 vs Product_2 | Winner: Product_2 | 980.184117170147→964.1798335764346 , 980.0911001123224→996.0953837060348
USER User_5 | 3 vs 2 | Winner: 2 | 1011.8615905358565→996.8812831672992 , 1034.0339858387663→1049.0142932073236
GLOBAL | Product_6 vs Product_8 | Winner: Product_8 | 938.2894593839263→928.6128056207305 , 1083.5030966854217→1093.1797504486176
USER User_5 | 6 vs 8 | Winner: 8 | 949.4651299112937→935.9019463062826 , 1002.7948458689333→1016.3580294739444
GLOBAL | Product_6 vs Product_8 | Winner: Product_6 | 928.6128056207305→951.6712565260493 , 1093.1797504486176→1070.1212995432986
USER User_5 | 6 vs 8 | Winner: 6 | 935.9019463062826→955.5422466589347 , 1016.3580294739444→996.7177291212923
GLOBAL | Product_6 vs Product_7 | Winner: Product_7 | 951.6712565260493→936.3552886440856 , 966.5338846366003→981.849852518564
USER User_5 | 6 vs 7 | Winner: 7 | 955.5422466589347→942.5822279567484 , 1022.3666023420258→1035.326621044212
GLOBAL | Product_8 vs Product_6 | Winner: Product_6 | 1070.1212995432986→1048.248499029689 , 936.3552886440856→958.2280891576953
USER User_5 | 8 vs 6 | Winner: 6 | 996.7177291212923→978.2446785471724 , 942.5822279567484→961.0552785308683
GLOBAL | Product_2 vs Product_1 | Winner: Product_1 | 996.0953837060348→980.1631695788589 , 997.5673440387014→1013.4995581658774
USER User_5 | 2 vs 1 | Winner: 1 | 1049.0142932073236→1030.022289700145 , 983.2701449460459→1002.2621484532244
GLOBAL | Product_1 vs Product_2 | Winner: Product_1 | 1013.4995581658774→1027.969054652135 , 980.1631695788589→965.6936730926014
USER User_5 | 1 vs 2 | Winner: 1 | 1002.2621484532244→1019.5378366799612 , 1030.022289700145→1012.7466014734082
GLOBAL | Product_6 vs Product_3 | Winner: Product_3 | 958.2280891576953→942.5021503096291 , 964.1798335764346→979.9057724245008
USER User_5 | 6 vs 3 | Winner: 3 | 961.0552785308683→946.6993042689224 , 996.8812831672992→1011.2372574292451
GLOBAL | Product_7 vs Product_3 | Winner: Product_7 | 981.849852518564→997.7603252560375 , 979.9057724245008→963.9952996870273
USER User_5 | 7 vs 3 | Winner: 7 | 1035.326621044212→1050.2190391140775 , 1011.2372574292451→996.3448393593796
GLOBAL | Product_4 vs Product_8 | Winner: Product_8 | 1087.7968236775575→1069.9833815773566 , 1048.248499029689→1066.0619411298899
USER User_5 | 4 vs 8 | Winner: 8 | 1022.7310887137196→1004.6935367501272 , 978.2446785471724→996.2822305107647
GLOBAL | Product_1 vs Product_6 | Winner: Product_1 | 1027.969054652135→1040.1106732558858 , 942.5021503096291→930.3605317058781
USER User_5 | 1 vs 6 | Winner: 1 | 1019.5378366799612→1032.2317921861545 , 946.6993042689224→934.0053487627292
GLOBAL | Product_6 vs Product_8 | Winner: Product_8 | 930.3605317058781→920.3102945694867 , 1066.0619411298899→1076.1121782662813
USER User_5 | 6 vs 8 | Winner: 8 | 934.0053487627292→920.8429794189325 , 996.2822305107647→1009.4445998545615
GLOBAL | Product_7 vs Product_2 | Winner: Product_7 | 997.7603252560375→1012.2877802268345 , 965.6936730926014→951.1662181218045
USER User_5 | 7 vs 2 | Winner: 7 | 1050.2190391140775→1064.5000299169287 , 1012.7466014734082→998.4656106705569
GLOBAL | Product_7 vs Product_6 | Winner: Product_6 | 1012.2877802268345→992.1483141243795 , 920.3102945694867→940.4497606719417
USER User_5 | 7 vs 6 | Winner: 6 | 1064.5000299169287→1042.237277775042 , 920.8429794189325→943.1057315608191
GLOBAL | Product_5 vs Product_4 | Winner: Product_4 | 966.0341742953224→954.6833112023254 , 1069.9833815773566→1081.3342446703537
USER User_5 | 5 vs 4 | Winner: 4 | 973.4766118433589→958.9103482816431 , 1004.6935367501272→1019.259800311843
GLOBAL | Product_8 vs Product_6 | Winner: Product_8 | 1076.1121782662813→1086.163962806257 , 940.4497606719417→930.3979761319661
USER User_5 | 8 vs 6 | Winner: 8 | 1009.4445998545615→1022.4261746896913 , 943.1057315608191→930.1241567256893
GLOBAL | Product_4 vs Product_6 | Winner: Product_6 | 1081.3342446703537→1058.789981464467 , 930.3979761319661→952.9422393378527
USER User_5 | 4 vs 6 | Winner: 6 | 1019.259800311843→999.2427022929609 , 930.1241567256893→950.1412547445715
GLOBAL | Product_4 vs Product_2 | Winner: Product_4 | 1058.789981464467→1069.9863928762293 , 951.1662181218045→939.9698067100423
USER User_5 | 4 vs 2 | Winner: 4 | 999.2427022929609→1015.206915960923 , 998.4656106705569→982.5013970025948
GLOBAL | Product_3 vs Product_7 | Winner: Product_7 | 963.9952996870273→949.2889637514043 , 992.1483141243795→1006.8546500600025
USER User_5 | 3 vs 7 | Winner: 7 | 996.3448393593796→982.4460580906679 , 1042.237277775042→1056.1360590437537
GLOBAL | Product_4 vs Product_2 | Winner: Product_4 | 1069.9863928762293→1080.2635853272184 , 939.9698067100423→929.6926142590532
USER User_5 | 4 vs 2 | Winner: 4 | 1015.206915960923→1029.7052042003588 , 982.5013970025948→968.0031087631589
GLOBAL | Product_5 vs Product_4 | Winner: Product_4 | 954.6833112023254→944.2271478060123 , 1080.2635853272184→1090.7197487235314
USER User_5 | 5 vs 4 | Winner: 4 | 958.9103482816431→946.1261876324111 , 1029.7052042003588→1042.4893648495909
GLOBAL | Product_7 vs Product_3 | Winner: Product_7 | 1006.8546500600025→1020.2276474464481 , 949.2889637514043→935.9159663649586
USER User_5 | 7 vs 3 | Winner: 7 | 1056.1360590437537→1068.792496188224 , 982.4460580906679→969.7896209461974
GLOBAL | Product_7 vs Product_1 | Winner: Product_1 | 1020.2276474464481→1005.1422963377172 , 1040.1106732558858→1055.1960243646167
USER User_5 | 7 vs 1 | Winner: 1 | 1068.792496188224→1051.1150008336676 , 1032.2317921861545→1049.909287540711
GLOBAL | Product_7 vs Product_5 | Winner: Product_5 | 1005.1422963377172→986.365445285086 , 944.2271478060123→963.0039988586435
USER User_5 | 7 vs 5 | Winner: 5 | 1051.1150008336676→1030.4220687258874 , 946.1261876324111→966.8191197401912
GLOBAL | Product_5 vs Product_7 | Winner: Product_5 | 963.0039988586435→980.0782148078404 , 986.365445285086→969.2912293358892
USER User_5 | 5 vs 7 | Winner: 5 | 966.8191197401912→985.7158569492244 , 1030.4220687258874→1011.5253315168542
GLOBAL | Product_1 vs Product_5 | Winner: Product_1 | 1055.1960243646167→1067.7896342085014 , 980.0782148078404→967.4846049639557
USER User_5 | 1 vs 5 | Winner: 1 | 1049.909287540711→1062.986257077544 , 985.7158569492244→972.6388874123913
GLOBAL | Product_2 vs Product_5 | Winner: Product_5 | 929.6926142590532→915.4261681118293 , 967.4846049639557→981.7510511111797
USER User_5 | 2 vs 5 | Winner: 5 | 968.0031087631589→952.2165815912581 , 972.6388874123913→988.4254145842922
GLOBAL | Product_2 vs Product_1 | Winner: Product_2 | 915.4261681118293→938.0250686798565 , 1067.7896342085014→1045.1907336404743
USER User_5 | 2 vs 1 | Winner: 2 | 952.2165815912581→973.1516256246042 , 1062.986257077544→1042.051213044198
GLOBAL | Product_8 vs Product_2 | Winner: Product_8 | 1086.163962806257→1095.727324038716 , 938.0250686798565→928.4617074473975
USER User_5 | 8 vs 2 | Winner: 8 | 1022.4261746896913→1036.1720904438682 , 973.1516256246042→959.4057098704271
GLOBAL | Product_3 vs Product_4 | Winner: Product_4 | 935.9159663649586→926.6078608218489 , 1090.7197487235314→1100.0278542666413
USER User_5 | 3 vs 4 | Winner: 4 | 969.7896209461974→957.0895463713651 , 1042.4893648495909→1055.189439424423
GLOBAL | Product_4 vs Product_3 | Winner: Product_3 | 1100.0278542666413→1076.6447694958636 , 926.6078608218489→949.9909455926268
USER User_5 | 4 vs 3 | Winner: 3 | 1055.189439424423→1034.7881188896763 , 957.0895463713651→977.4908669061117
GLOBAL | Product_3 vs Product_5 | Winner: Product_5 | 949.9909455926268→935.4494920687871 , 981.7510511111797→996.2925046350193
USER User_5 | 3 vs 5 | Winner: 5 | 977.4908669061117→961.9942552452314 , 988.4254145842922→1003.9220262451724
GLOBAL | Product_5 vs Product_3 | Winner: Product_3 | 996.2925046350193→977.5188756219035 , 935.4494920687871→954.223121081903
USER User_5 | 5 vs 3 | Winner: 3 | 1003.9220262451724→986.0004998097792 , 961.9942552452314→979.9157816806247
GLOBAL | Product_1 vs Product_2 | Winner: Product_1 | 1045.1907336404743→1056.0086911186784 , 928.4617074473975→917.6437499691935
USER User_5 | 1 vs 2 | Winner: 1 | 1042.051213044198→1054.3154435799524 , 959.4057098704271→947.1414793346728
GLOBAL | Product_4 vs Product_8 | Winner: Product_8 | 1076.6447694958636→1061.5226710130187 , 1095.727324038716→1110.8494225215609
USER User_5 | 4 vs 8 | Winner: 8 | 1034.7881188896763→1018.8518527979758 , 1036.1720904438682→1052.1083565355689
GLOBAL | Product_3 vs Product_8 | Winner: Product_8 | 954.223121081903→944.9841117294924 , 1110.8494225215609→1120.0884318739716
USER User_5 | 3 vs 8 | Winner: 8 | 979.9157816806247→967.1933378865907 , 1052.1083565355689→1064.8308003296029
GLOBAL | Product_1 vs Product_6 | Winner: Product_6 | 1056.0086911186784→1035.3968016794586 , 952.9422393378527→973.5541287770725
USER User_5 | 1 vs 6 | Winner: 6 | 1054.3154435799524→1033.6568224522869 , 950.1412547445715→970.7998758722371
GLOBAL | Product_5 vs Product_8 | Winner: Product_5 | 977.5188756219035→999.739167884459 , 1120.0884318739716→1097.8681396114162
USER User_5 | 5 vs 8 | Winner: 5 | 986.0004998097792→1005.5697305923436 , 1064.8308003296029→1045.2615695470383
GLOBAL | Product_6 vs Product_1 | Winner: Product_1 | 973.5541287770725→960.3723880434601 , 1035.3968016794586→1048.5785424130709
USER User_5 | 6 vs 1 | Winner: 1 | 970.7998758722371→957.6633715965836 , 1033.6568224522869→1046.7933267279404
GLOBAL | Product_6 vs Product_3 | Winner: Product_3 | 960.3723880434601→943.6641947562326 , 944.9841117294924→961.6923050167198
USER User_5 | 6 vs 3 | Winner: 3 | 957.6633715965836→942.1021327308453 , 967.1933378865907→982.7545767523291
GLOBAL | Product_8 vs Product_4 | Winner: Product_8 | 1097.8681396114162→1112.2004478952695 , 1061.5226710130187→1047.1903627291654
USER User_5 | 8 vs 4 | Winner: 8 | 1045.2615695470383→1060.0476941762731 , 1018.8518527979758→1004.065728168741
GLOBAL | Product_8 vs Product_6 | Winner: Product_8 | 1112.2004478952695→1120.9955227334822 , 943.6641947562326→934.8691199180199
USER User_5 | 8 vs 6 | Winner: 8 | 1060.0476941762731→1070.8155618290161 , 942.1021327308453→931.3342650781021
GLOBAL | Product_5 vs Product_4 | Winner: Product_5 | 999.739167884459→1017.9108899724883 , 1047.1903627291654→1029.018640641136
USER User_5 | 5 vs 4 | Winner: 5 | 1005.5697305923436→1021.5004691537669 , 1004.065728168741→988.1349896073177
GLOBAL | Product_1 vs Product_7 | Winner: Product_1 | 1048.5785424130709→1060.989318631558 , 969.2912293358892→956.8804531174019
USER User_5 | 1 vs 7 | Winner: 1 | 1046.7933267279404→1061.1747311392078 , 1011.5253315168542→997.1439271055868
GLOBAL | Product_2 vs Product_3 | Winner: Product_2 | 917.6437499691935→935.6614617901245 , 961.6923050167198→943.6745931957889
USER User_5 | 2 vs 3 | Winner: 2 | 947.1414793346728→964.7758032406889 , 982.7545767523291→965.120252846313
GLOBAL | Product_3 vs Product_7 | Winner: Product_7 | 943.6745931957889→928.2824528181728 , 956.8804531174019→972.272593495018
USER User_5 | 3 vs 7 | Winner: 7 | 965.120252846313→950.5908354119591 , 997.1439271055868→1011.6733445399407
GLOBAL | Product_1 vs Product_7 | Winner: Product_7 | 1060.989318631558→1040.9903019109406 , 972.272593495018→992.2716102156354
USER User_5 | 1 vs 7 | Winner: 7 | 1061.1747311392078→1042.9104089114446 , 1011.6733445399407→1029.9376667677038
GLOBAL | Product_4 vs Product_3 | Winner: Product_3 | 1029.018640641136→1008.5053369660932 , 928.2824528181728→948.7957564932157
USER User_5 | 4 vs 3 | Winner: 3 | 988.1349896073177→970.4127159357312 , 950.5908354119591→968.3131090835457
GLOBAL | Product_8 vs Product_5 | Winner: Product_5 | 1120.9955227334822→1100.3828656041621 , 1017.9108899724883→1038.5235471018084
USER User_5 | 8 vs 5 | Winner: 5 | 1070.8155618290161→1052.5596475678826 , 1021.5004691537669→1039.7563834149003
GLOBAL | Product_4 vs Product_7 | Winner: Product_4 | 1008.5053369660932→1023.758289786652 , 992.2716102156354→977.0186573950766
USER User_5 | 4 vs 7 | Winner: 4 | 970.4127159357312→989.1274315577045 , 1029.9376667677038→1011.2229511457305
GLOBAL | Product_8 vs Product_3 | Winner: Product_8 | 1100.3828656041621→1109.81366342196 , 948.7957564932157→939.3649586754179
USER User_5 | 8 vs 3 | Winner: 8 | 1052.5596475678826→1064.7542425704187 , 968.3131090835457→956.1185140810097
GLOBAL | Product_4 vs Product_1 | Winner: Product_4 | 1023.758289786652→1040.5512032065885 , 1040.9903019109406→1024.1973884910042
USER User_5 | 4 vs 1 | Winner: 4 | 989.1274315577045→1007.5846331770122 , 1042.9104089114446→1024.453207292137
GLOBAL | Product_2 vs Product_1 | Winner: Product_2 | 1000.0→1016.0 , 1000.0→984.0
